,day,views,redViews,comments,likes,dislikes,videosAddedToPlaylists,videosRemovedFromPlaylists,shares,estimatedMinutesWatched,estimatedRedMinutesWatched,averageViewDuration,averageViewPercentage,annotationClickThroughRate,annotationCloseRate,annotationImpressions,annotationClickableImpressions,annotationClosableImpressions,annotationClicks,annotationCloses,cardClickRate,cardTeaserClickRate,cardImpressions,cardTeaserImpressions,cardClicks,cardTeaserClicks,subscribersGained,subscribersLost,estimatedRevenue,estimatedAdRevenue,grossRevenue,estimatedRedPartnerRevenue,monetizedPlaybacks,playbackBasedCpm,adImpressions,cpm
108,2020-04-18,99,3,0,3,0,0,0,0,309,2,187,19.23,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
109,2020-04-19,137,9,0,6,0,2,1,0,212,21,93,9.01,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
110,2020-04-20,228,28,2,6,0,5,0,0,469,61,123,13.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
111,2020-04-21,174,1,0,2,0,1,1,0,486,0,167,16.48,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
112,2020-04-22,214,9,3,4,0,1,0,0,523,27,146,15.93,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
113,2020-04-23,156,5,1,4,1,4,2,0,358,16,137,13.100000000000001,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
114,2020-04-24,158,5,3,6,0,0,1,1,365,26,138,14.46,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
115,2020-04-25,178,10,0,5,1,1,0,1,355,30,119,12.09,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
116,2020-04-26,156,8,1,3,1,3,1,1,297,6,114,11.99,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
117,2020-04-27,190,13,1,5,0,2,0,0,385,45,121,11.87,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
118,2020-04-28,182,6,1,9,0,2,0,0,358,20,118,11.19,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
119,2020-04-29,133,3,2,7,0,0,0,0,235,8,106,12.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
120,2020-04-30,129,5,0,1,0,0,0,0,228,13,106,10.49,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
121,2020-05-01,206,13,2,10,0,5,1,0,496,3,144,16.74,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
122,2020-05-02,187,9,1,7,0,1,0,0,560,56,179,17.95,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
123,2020-05-03,250,10,0,0,0,0,1,0,441,11,105,11.57,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
124,2020-05-04,149,12,2,5,0,2,1,0,316,9,127,12.02,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
